accession	species	ST	Bla_acquired	Bla_ESBL_acquired	Bla_Carb_acquired	AGly_acquired	Flq_acquired	Tet_acquired	Sul_acquired	virulence_score	resistance_score
SRR29342735	Klebsiella variicola subsp. variicola	ST204-3LV	TEM-1D.v1^	-	KPC-3;VIM-1	aac(6')-Ib4^;aadA1.v1^;aphA15	qnrS1	-	-	0	3
SRR29375050	Klebsiella pneumoniae	ST133-1LV	-	-	-	aadA^;strA.v1;strB.v1	-	-	sul1^	0	0
SRR29468030	Klebsiella pneumoniae	ST258-1LV	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1;aac(6')-Ib'.v1;aadA*;strA.v1*;strB.v1	-	-	sul2	2	3
SRR29501340	Klebsiella pneumoniae	ST25	-	-	KPC-2	-	qnrS1	-	-	0	2
SRR29534064	Klebsiella pneumoniae	ST17	-	-	-	-	-	-	-	0	0
SRR29534096	Klebsiella variicola subsp. variicola	ST2388	-	-	-	-	-	-	-	0	0
SRR29553176	Klebsiella pneumoniae	ST505	-	CTX-M-15	-	-	-	-	-	0	1
SRR29553178	Klebsiella pneumoniae	ST505	-	-	OXA-48	-	-	-	-	0	2
SRR29553182	Klebsiella pneumoniae	ST505	-	-	KPC-2	-	-	-	-	0	2
SRR29592459	Klebsiella pneumoniae	ST193-1LV	LAP-2;OXA-10	-	NDM-5	aadA*;strA.v1^;strB.v1	qnrS1	tet(A).v2	sul2	3	2
SRR29598583	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	5	0
SRR29645119	Klebsiella pneumoniae	ST1380	-	-	-	-	-	-	-	0	0
SRR29648669	Klebsiella pneumoniae	ST17	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1*	-	-	1	1
SRR2965674	Klebsiella pneumoniae	ST941	OXA-1;OXA-9.v1;TEM-1D.v1^	-	KPC-2	aac(6')-Ib'.v1*;aadA*;ant(2'')-Ia	qnrA1	-	sul1;sul1;sul2*	0	2
SRR2965688	Klebsiella pneumoniae	ST941	OXA-9.v1;TEM-1D.v1^	-	KPC-2	aac(6')-IIc;aac(6')-Ib'.v1*;aadA*;aadA2;strA.v1;strB.v1	qnrB2.v1^	-	sul1;sul2	0	3
SRR2965696	Klebsiella pneumoniae	ST941	OXA-1;OXA-9.v1;TEM-1D.v1^	-	KPC-2	aadA*;ant(2'')-Ia	qnrA1	-	sul1;sul1;sul2*	0	2
SRR2965700	Klebsiella pneumoniae	ST941	OXA-1;OXA-9.v1;TEM-1D.v1^	-	KPC-2	aac(6')-Ib'.v1*;aadA*;ant(2'')-Ia	qnrA1	-	sul1;sul1;sul2*	0	2
SRR2965712	Klebsiella pneumoniae	ST941	OXA-9.v1	-	KPC-2	aac(6')-Ib'.v1*;aadA*;ant(2'')-Ia	qnrA1	-	sul1;sul1	0	2
SRR29674632	Klebsiella pneumoniae	ST449	-	SHV-8	-	-	-	tet(D)	-	1	1
SRR29674646	Klebsiella pneumoniae	ST792	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1	-	tet(A).v1	sul1;sul2*	2	1
SRR29674648	Klebsiella pneumoniae	ST607	-	-	-	aadA^	-	-	sul1	0	0
SRR29674651	Klebsiella pneumoniae	ST792	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1^;strB.v1	-	tet(A).v1	sul1;sul2*	2	1
SRR29674652	Klebsiella pneumoniae	ST14	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	-	-	sul2	1	1
SRR29674670	Klebsiella pneumoniae	ST25	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(D)	sul2	1	1
SRR29674700	Klebsiella pneumoniae	ST23	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	5	1
SRR29674714	Klebsiella pneumoniae	ST23	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	5	1
SRR29674716	Klebsiella pneumoniae	ST2039	-	-	-	-	-	-	-	5	0
SRR29714889	Klebsiella pneumoniae	ST20	-	-	OXA-181	-	qnrS1	-	-	0	2
SRR29716654	Klebsiella pneumoniae	ST54	TEM-1D.v1^	-	KPC-3	strA.v1^;strB.v1	-	-	sul2	0	2
SRR29728209	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1;TEM-1D.v1^	SFO-1.v1	NDM-5	aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR29728244	Klebsiella pneumoniae	0	LAP-2	-	-	aac(3)-IId^;aadA2^;armA	qnrS1	-	sul1	0	0
SRR29728245	Klebsiella pneumoniae	ST16	LAP-2	CTX-M-3	-	aac(3)-IId^;aadA2^;armA	qnrS1	-	sul1	0	1
SRR29730946	Klebsiella pneumoniae	ST2237	DHA-1	-	KPC-2	aac(3)-IId^;aph3-Ia.v1^;armA	qnrB4	-	sul1	4	2
SRR29733096	Klebsiella pneumoniae	ST442	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v1^;aadA^	-	tet(A).v1	sul1^	0	1
SRR29735270	Klebsiella pneumoniae	ST39	-	-	NDM-5	aadA2^	-	tet(D)	sul1^	1	2
SRR29748541	Klebsiella pneumoniae	ST2632	-	-	OXA-48	-	-	-	-	1	2
SRR29748561	Klebsiella pneumoniae	ST17-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	0	1
SRR29748698	Klebsiella pneumoniae	ST449	-	-	OXA-48	-	-	tet(D)	-	1	2
SRR29748874	Klebsiella pneumoniae	ST147	-	CTX-M-15	-	aac(6')-Ib;rmtF	-	-	sul1	1	1
SRR29748886	Klebsiella pneumoniae	ST307-1LV	OXA-1;TEM-1D.v1^	-	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	0
SRR29750931	Klebsiella pneumoniae	ST258	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aadA*;aadA2^;strA.v1^;strB.v1	-	-	sul1;sul2	2	3
SRR29750956	Klebsiella pneumoniae	ST1481	TEM-1D.v1^	-	KPC-2	aac(3)-IV;aac(6')-Ib'.v1;aadA2;aadA^;aph(4)-Ia	-	-	sul1	0	2
SRR29751009	Klebsiella pneumoniae	ST158	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;aadA2;strA.v1^;strB.v1	-	-	sul1;sul2	0	2
SRR29751022	Klebsiella pneumoniae	ST3359	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;aph3-Ia.v1^;strA.v1^;strB.v1	-	-	sul1;sul2	2	2
SRR29751032	Klebsiella pneumoniae	ST340	TEM-1D.v1^	-	KPC-3	aac(3)-IV;aadA^;aph(4)-Ia;aph3-Ia.v1^	-	-	sul1;sul3	0	2
SRR29751117	Klebsiella pneumoniae	ST1495	OXA-9.v1	-	KPC-2	aac(6')-Ib'.v1*;aadA*	-	-	-	0	2
SRR29751311	Klebsiella pneumoniae	ST392	OXA-1	-	KPC-2	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strB.v1	qnrB1.v2^	-	sul2	0	2
SRR29751350	Klebsiella pneumoniae	ST258	TEM-1D.v1^	-	KPC-2	aac(3)-IV;aac(6')-Ib'.v1;aadA2;aadA^;aph(4)-Ia;aph3-Ia.v1^	-	-	sul1	0	2
SRR29764712	Klebsiella pneumoniae	ST13	OXA-1	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;strA.v1*;strB.v1*	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	1	1
SRR29816698	Klebsiella pneumoniae	ST309	TEM-1D.v1^	-	-	-	-	-	sul1;sul2	1	0
SRR29834563	Klebsiella pneumoniae	ST219	CMY-2.v2	CTX-M-15	KPC-2	aadA2^;aph3-Ia.v1^	qnrS1	tet(A).v2	sul1;sul2	0	2
SRR29881442	Klebsiella pneumoniae	ST29	-	-	VIM-1	aac(6')-Il;aadA1.v1^	qnrA1	-	sul1;sul1	0	2
SRR29895555	Klebsiella pneumoniae	ST273	-	CTX-M-24	NDM-5	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*	-	tet(A).v2	sul1;sul1	0	2
SRR29962942	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib'.v1;aadA*;aph(3')-VI;armA	qnrS1	-	sul1;sul2	3	2
SRR29988168	Klebsiella pneumoniae	ST13	-	TEM-26^	-	aadA1.v1^	-	tet(D)	sul1	1	1
SRR29996199	Klebsiella pneumoniae	ST3359	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA2;strA.v1^;strB.v1	-	-	sul1;sul2	2	2
SRR30006723	Klebsiella pneumoniae	ST38	TEM-1D.v1^	CTX-M-3	NDM-1	aac(6')-Ib-cr.v2*;aph(3')-VI	qnrS1	-	-	0	2
SRR30017591	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR30066232	Klebsiella pneumoniae	ST392	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib'.v1;aadA5	-	tet(A).v1	sul1;sul2	0	1
SRR30131354	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR30148241	Klebsiella pneumoniae	ST2943	OXA-1	-	KPC-3	aac(6')-Ib-cr.v2	qnrB1.v2^	-	-	0	2
SRR30162180	Klebsiella pneumoniae	ST2108	-	-	KPC-3;NDM-7	aac(6')-Ib7*;aadA1.v1^;aph3-Ia.v1^	qnrS1	-	sul1;sul2	2	3
SRR30172077	Klebsiella pneumoniae	ST941	-	-	KPC-3	-	-	-	-	0	2
SRR30178732	Klebsiella pneumoniae	ST792	-	-	-	-	-	-	-	2	0
SRR30178734	Klebsiella variicola subsp. variicola	ST1339	-	-	-	-	-	-	-	0	0
SRR30178763	Klebsiella pneumoniae	ST605	-	-	-	-	-	-	-	0	0
SRR30178810	Klebsiella pneumoniae	ST258-2LV	-	-	KPC-5	aac(3)-IId^;aac(6')-Ib'.v1;aadA2^;aadA5;ant(2'')-Ia;aph3-Ia.v1^;strA.v1^;strB.v1*	-	tet(A).v1;tet(D)	sul1;sul2	4	3
SRR30178825	Klebsiella pneumoniae	ST1838	-	-	KPC-2	aac(2')-IIa*;strA.v1;strB.v1	qnrB2.v1^	-	-	0	2
SRR30178828	Klebsiella pneumoniae	ST3067-1LV	-	-	KPC-2	-	qnrB2.v1^	-	sul1;sul1	0	2
SRR30178875	Klebsiella pneumoniae	ST1198	-	-	-	-	-	-	-	0	0
SRR30178928	Klebsiella pneumoniae	ST1838	-	-	KPC-2	aac(2')-IIa*;strA.v1;strB.v1	qnrB2.v1^	-	sul1;sul1	0	2
SRR30179137	Klebsiella pneumoniae	ST258-1LV	-	-	KPC-3	aadA2^	-	-	sul1	1	2
SRR30179139	Klebsiella pneumoniae	ST258	OXA-9.v1	-	KPC-3	aac(6')-Ib'.v1	-	-	sul1	0	2
SRR30179216	Klebsiella pneumoniae	ST45	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR30179297	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	3	0
SRR30179312	Klebsiella pneumoniae	ST198	OXA-1	CTX-M-15	KPC-3	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2	qnrS1	tet(A).v1	-	1	2
SRR30179320	Klebsiella pneumoniae	ST30	-	-	-	-	-	-	-	0	0
SRR30179335	Klebsiella pneumoniae	ST11-2LV	ACT-16^;OXA-1*	CTX-M-15	-	aac(3)-IIa.v1^;aadA2^	qnrB5*;qnrS1	-	sul1	0	1
SRR30189065	Klebsiella pneumoniae	ST17	TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2	qnrS1	tet(D)	sul1;sul2	1	2
SRR30200661	Klebsiella pneumoniae	ST874	OXA-1	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aadA5;aph(3')-VI;aph3-Ia.v1^;armA	qnrS1	-	sul1;sul2	3	2
SRR30220784	Klebsiella pneumoniae	ST45	TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	4	2
SRR30224332	Klebsiella pneumoniae	ST116	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*	qnrB19^	-	-	0	2
SRR30234717	Klebsiella pneumoniae	ST46	TEM-1D.v1^	-	KPC-2	-	-	-	-	0	2
SRR30252325	Klebsiella pneumoniae	ST2629	-	-	-	-	-	-	-	0	0
SRR30252333	Klebsiella pneumoniae	ST4	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR30271410	Klebsiella pneumoniae	ST8	-	-	-	aadA2	-	-	sul1	0	0
SRR30271411	Klebsiella pneumoniae	ST8	-	-	-	aadA2	-	-	sul1	0	0
SRR30271412	Klebsiella pneumoniae	ST8	-	-	-	aadA2	-	-	sul1	0	0
SRR30276107	Klebsiella pneumoniae	ST383	TEM-1	CTX-M-15	NDM-5;OXA-48	aac(6')-Ib'.v1;aadA*;aph(3')-VI;aph3-Ia.v1^;armA	qnrS1	tet(A).v1	sul1;sul2	4	2
SRR30298482	Klebsiella variicola subsp. variicola	ST3201-1LV	TEM-1D.v1^	-	KPC-3	-	qnrS1	-	-	0	2
SRR30340037	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST668	TEM-1D.v1^	SHV-7^	KPC-10*	ant(2'')-Ia	qnrS1	-	-	0	2
SRR30401413	Klebsiella pneumoniae	ST107	OXA-9.v1;TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1	-	-	sul2	0	2
SRR30485888	Klebsiella pneumoniae	ST239	-	-	-	ant(2'')-Ia	qnrS1	-	-	0	0
SRR3051094	Klebsiella variicola subsp. variicola	ST850-2LV	TEM-1D.v1^	-	-	-	-	-	-	0	0
SRR3051101	Klebsiella pneumoniae	ST490	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR3051108	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST526	TEM-1D.v1^	-	-	strA.v1;strB.v1	-	tet(D)	sul2	0	0
SRR3051123	Klebsiella pneumoniae	ST485	TEM-1D.v1^	-	-	aadA1.v1^;strA.v1;strB.v1	-	tet(A).v1	sul1;sul2*	3	0
SRR3051129	Klebsiella pneumoniae	ST1138	-	-	-	-	-	-	-	0	0
SRR3051160	Klebsiella pneumoniae	ST2451-1LV	-	-	-	-	-	-	-	0	0
SRR3051183	Klebsiella quasipneumoniae subsp. similipneumoniae	ST3234	-	-	-	-	-	-	-	0	0
SRR3051187	Klebsiella pneumoniae	ST473-3LV	-	-	-	-	-	-	-	1	0
SRR3051205	Klebsiella pneumoniae	ST1314-1LV	-	-	-	-	-	-	-	0	0
SRR3051223	Klebsiella variicola subsp. variicola	ST3931	-	-	-	-	-	-	-	0	0
SRR3051234	Klebsiella pneumoniae	ST370	-	-	-	-	-	-	-	0	0
SRR3051240	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST761-2LV	-	-	-	-	-	-	-	0	0
SRR3051258	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	3	0
SRR30546866	Klebsiella pneumoniae	ST116	TEM-1D.v1^	CTX-M-15	NDM-7	strA.v1^;strB.v1	-	-	sul2	1	2
SRR30547021	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15;CTX-M-27	NDM-1	aac(6')-Ib-cr.v2*;aadA*;aadA5;aph(3')-VI;strA.v1^;strB.v1*	qnrS1	tet(A).v1	sul1;sul2	1	2
SRR30547024	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;aph(3')-VI	qnrS1	-	sul1	1	2
SRR30565944	Klebsiella pneumoniae	ST34	TEM-1D.v1^	-	KPC-3;NDM-5	aac(6')-Ib'.v1*;aadA*	qnrB19^	-	-	0	2
SRR30573910	Klebsiella pneumoniae	ST422-1LV	TEM-1D.v1^	-	KPC-3	aadA2	qnrB2.v1^;qnrS1	-	sul1	0	2
SRR30578388	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-1	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aadA2^	qnrS1	-	sul1;sul2	0	2
SRR30602942	Klebsiella pneumoniae	ST45-1LV	TEM-1D.v1^	CTX-M-15	NDM-5	aac(3)-IIa.v1^;aph(3')-VI;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1^	sul1;sul2	4	2
SRR30603477	Klebsiella pneumoniae	ST244	TEM-1D.v1^	-	KPC-2;NDM-1	aac(3)-IId^;aac(6')-IIc;aac(6')-Ib-cr.v2;aadA16*;aadA2;strB.v1	qnrB2.v1^	tet(A).v2	sul1;sul2	0	3
SRR30674851	Klebsiella pneumoniae	ST147-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aph(3')-VI;armA	qnrS1	-	sul1;sul2	3	2
SRR30677188	Klebsiella pneumoniae	ST301	-	-	KPC-3	-	qnrS1	-	-	2	2
SRR30691443	Klebsiella pneumoniae	ST133	-	-	-	-	-	-	-	2	0
SRR30762165	Klebsiella pneumoniae	ST29	OXA-1	CTX-M-15	NDM-5	aac(6')-Ib-cr.v2;aadA*;armA;strA.v1^;strB.v1	qnrB1.v2^;qnrS1	tet(A).v1	sul1;sul2	4	2
SRR30762174	Klebsiella pneumoniae	ST383	TEM-1	CTX-M-14^;CTX-M-15	NDM-5;OXA-48	aac(6')-Ib'.v1;aadA*;aph(3')-VI;armA;strA.v1;strB.v1	qnrS1	tet(A).v1	sul2	4	2
SRR30762221	Klebsiella pneumoniae	ST218	CMY-4.v1;OXA-10	-	OXA-204	aac(6')-Ib4;aadA*;aph(3')-Ia;strA.v1^;strB.v1	qnrA6^	tet(A).v2	sul1;sul1;sul2	4	2
SRR30762232	Klebsiella pneumoniae	ST86	CMY-4.v1;OXA-10	-	OXA-204	aac(6')-Ib4;aadA*;aph(3')-Ia;strA.v1^;strB.v1	qnrA6^	tet(A).v2	sul1;sul1;sul2	3	2
SRR30762234	Klebsiella pneumoniae	ST395	OXA-9.v1	CTX-M-15	NDM-1	aadA*;aadA16*;aph(3')-VI	qnrS1	tet(D)	sul1	1	2
SRR30762249	Klebsiella pneumoniae	ST101	OXA-9.v1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(6')-Ib'.v1;aadA*	-	-	-	1	3
SRR30767442	Klebsiella pneumoniae	ST151	-	-	NDM-7	aac(6')-Ib7*	qnrB1.v2^;qnrS1	-	sul2	1	2
SRR30768646	Klebsiella pneumoniae	ST134	-	-	-	-	-	-	-	0	0
SRR30782604	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1793-3LV	-	-	-	-	-	-	-	0	0
SRR30785660	Klebsiella pneumoniae	ST441	-	-	VIM-1	aac(6')-Il;aadA1.v1^;aadA2^	qnrA1	-	sul1;sul1	0	2
SRR30799283	Klebsiella pneumoniae	ST111	-	CTX-M-15	NDM-5	aph(3')-VI	qnrS1	-	sul1	4	2
SRR30820135	Klebsiella pneumoniae	ST43	TEM-1D.v1^	CTX-M-15	OXA-181	aac(6')-Ib	-	-	-	4	2
SRR30840012	Klebsiella pneumoniae	ST219	-	CTX-M-15	NDM-7	aac(6')-Ib7*;aadA2^;strA.v1*;strB.v1*	qnrS1	-	sul1;sul2	0	2
SRR30849529	Klebsiella pneumoniae	ST220	-	-	-	-	-	-	-	0	0
SRR30854454	Klebsiella pneumoniae	ST36	TEM-1D.v1^	-	KPC-3	-	-	-	-	1	2
SRR30874274	Klebsiella pneumoniae	ST1362	CARB-2.v1	-	NDM-5	ant(2'')-Ia	qnrA1;qnrS1	-	-	0	2
SRR30874277	Klebsiella pneumoniae	ST2108	-	-	KPC-3;NDM-7	aac(6')-Ib7*	qnrS1	-	sul2	2	3
SRR30929058	Klebsiella pneumoniae	ST239	-	-	-	ant(2'')-Ia	qnrS1	-	-	0	0
SRR30945827	Klebsiella pneumoniae	ST259-1LV	OXA-9.v1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aadA*;aadA16*;aph(3')-VI	qnrB6^;qnrS1	-	sul1;sul1	0	2
SRR30947087	Klebsiella quasipneumoniae subsp. similipneumoniae	ST2059	-	CTX-M-15	OXA-181	aadA2^;strA.v1*;strB.v1*	qnrS1	tet(A).v1	sul1;sul2	0	2
SRR30953030	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1^;TEM-1D.v1^	-	-	aadA*;aadA2*	-	-	sul1	1	0
SRR30953034	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1*	CTX-M-15	NDM-1*	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI	qnrS1	-	sul1	1	2
SRR30971624	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971631	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1;TEM-1D.v1^	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^	-	-	sul1	1	2
SRR30971636	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971646	Klebsiella pneumoniae	ST101-1LV	TEM-1D.v1^	-	NDM-5	aadA2^	-	-	sul1	1	2
SRR30971649	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971653	Klebsiella pneumoniae	ST101-2LV	OXA-9.v1	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^	-	tet(A).v1	sul1	1	3
SRR30971663	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971665	Klebsiella pneumoniae	ST101-2LV	OXA-9.v1;TEM-1D.v1^	-	NDM-5	aac(6')-Ib'.v1;aadA2^	-	-	sul1	1	2
SRR30971677	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971684	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5;OXA-232	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971692	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1;TEM-1D.v1^	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971702	Klebsiella pneumoniae	ST101-1LV	OXA-9.v1	-	NDM-5	aadA*;aadA2^;rmtB	-	-	sul1	1	2
SRR30971710	Klebsiella pneumoniae	ST101-1LV	FONA-5*;TEM-1D.v1^	SFO-1.v1	NDM-5;OXA-232	aac(6')-Ib;aadA2^;rmtB;rmtF	-	-	sul1	1	3
SRR30971712	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1?	SFO-1.v1	NDM-5	aac(6')-Ib'.v1;aadA2^;rmtB?	-	-	-	0	3
SRR31003287	Klebsiella pneumoniae	ST297	-	CTX-M-15	-	-	qnrS1	-	-	0	1
SRR31015116	Klebsiella pneumoniae	ST348	OXA-1	-	KPC-3	aac(6')-Ib-cr.v2	qnrB1.v2^	tet(A).v1	-	0	2
SRR31025468	Klebsiella pneumoniae	ST493	-	-	-	-	-	-	-	1	0
SRR31028633	Klebsiella pneumoniae	ST280	OXA-1;TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
SRR31030468	Klebsiella pneumoniae	ST437	TEM-1D.v1^	CTX-M-15	NDM-5;OXA-232	rmtB	-	-	sul1	1	2
SRR31032194	Klebsiella pneumoniae	ST37	TEM-1D.v1^	-	KPC-3	-	-	-	-	0	2
SRR31032196	Klebsiella pneumoniae	ST30	LAP-1;TEM-1D.v1^	-	-	-	qnrS1	-	-	0	0
SRR31032226	Klebsiella pneumoniae	ST342	-	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1?	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR31032321	Klebsiella pneumoniae	ST2457	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1*;aadA*	qnrB19^	-	-	0	2
SRR31032328	Klebsiella pneumoniae	ST2096	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-232*	aac(6')-Ib-cr.v2;aadA2^;armA;sat-2	-	tet(D)	sul1	4	2
SRR31032339	Klebsiella pneumoniae	ST234	-	SHV-27* +170D	KPC-3	-	qnrS1	-	-	2	2
SRR31032380	Klebsiella pneumoniae	ST327	-	-	KPC-3	aadA2	qnrS1	-	sul1	0	2
SRR31032456	Klebsiella quasipneumoniae subsp. similipneumoniae	ST414	-	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	-	-	sul1;sul2	0	1
SRR31033463	Klebsiella pneumoniae	ST152	-	CTX-M-15	NDM-1	aac(3)-IId^;aadA2^;armA	-	-	sul1	1	2
SRR31038551	Klebsiella pneumoniae	ST132-1LV	-	-	OXA-181	-	qnrS1	-	-	0	2
SRR31041271	Klebsiella pneumoniae	ST882	-	-	-	-	qnrB19^	tet(A).v1	-	0	0
SRR31041295	Klebsiella pneumoniae	ST667	-	CTX-M-55	-	aph(3')-IIa	-	-	-	0	1
SRR31041323	Klebsiella pneumoniae	ST1401	-	-	-	-	-	-	-	0	0
SRR31059846	Klebsiella pneumoniae	ST462	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
SRR31075349	Klebsiella pneumoniae	ST418	TEM-1D.v1^	-	KPC-3	aac(6')-Ib'.v1;strA.v1^;strB.v1	-	-	sul2	0	2
SRR31107717	Klebsiella pneumoniae	ST147-1LV	OXA-1;OXA-9.v1	CTX-M-15	NDM-1	aac(3)-IIa.v1^;aadA*;aadA2^;aph(3')-VI	qnrS1	-	sul1	1	2
